UNQ_ID,AGE RANGE,GENDER,NCSS_B03A,NCSS_B03B,NCSS_B04,NCSS_B05,EVENT,PARTICIPATION,PART_ROLE,AFFILIATION,Process_E_LS,Process_E_EX,Process_E_CT,Pre_MR1,Post_MR1,X_MR1,Pre_MR2,Post_MR2,X_MR2,Pre_MR3,Post_MR3,X_MR3,Pre_MR4,Post_MR4,X_MR4,Pre_MR5,Post_MR5,X_MR5,Pre_AT_PT1,Pre_AT_PT2,Pre_AT_PT3,Pre_AT_WT5,Pre_AT_CT1,Pre_AT_CT2,Pre_AT_CT3,Pre_AT_CT4,Pre_AT_LA1,Pre_AT_LA2,Pre_AT_LA3,Pre_AT_SC6,Pre_ST_SD1,Pre_ST_SD2,Pre_ST_SD3,Pre_ST_SD4,Pre_NCSS_P2,Pre_AT_WT2,Pre_AT_WT3,Pre_AT_WT4,Pre_AT_LA4,Pre_AT_WT1,Pre_AT_CT5,Pre_AT_LA5,Pre_AT_SC2,Pre_ST_SD5,Pre_ST_SR2,Pre_ST_SR1,Pre_ST_SR3,Pre_ST_SR4,Pre_ST_SR5,Pre_NCSS_P1,Pre_NCSS_P3,Pre_NCSS_P4,Pre_NCSS_P5,Pre_AT_SC1,Pre_AT_SC3,Pre_AT_SC4,Pre_AT_SC5,Post_AT_PT1,Post_AT_PT2,Post_AT_PT3,Post_AT_WT5,Post_AT_CT1,Post_AT_CT2,Post_AT_CT3,Post_AT_CT4,Post_AT_LA1,Post_AT_LA2,Post_AT_LA3,Post_ST_SD1,Post_ST_SD2,Post_ST_SD3,Post_ST_SD4,Post_AT_SC6,Post_NCSS_P2,Post_AT_WT2,Post_AT_WT3,Post_AT_WT4,Post_AT_LA4,Post_AT_WT1,Post_AT_CT5,Post_AT_LA5,Post_AT_SC2,Post_ST_SD5,Post_ST_SR2,Post_ST_SR1,Post_ST_SR3,Post_ST_SR4,Post_ST_SR5,Post_NCSS_P1,Post_NCSS_P3,Post_NCSS_P4,Post_NCSS_P5,Post_AT_SC1,Post_AT_SC3,Post_AT_SC4,Post_AT_SC5
B70B311D,18-24 years old,Male,No,Not Applicable,No,6 Junior College / Pre-University Institution,2. Kindred Spirit Series Virtual Challenge,8,Volunteer - Judging Officials,Nanyang Polytechnic,5,5,5,3.125,3.125,0,3,3,0,2.4,2.4,0,3.5,3.5,0,2.25,2.25,0,4,5,5,5,1,3,2,2,4,4,2,2,3,4,3,1,3,3,3,4,2,4,2,1,4,3,2,2,2,2,2,5,3,1,5,2,4,1,2,4,5,5,5,1,3,2,2,4,4,2,3,4,3,1,2,3,3,3,4,2,4,2,1,4,3,2,2,2,2,2,5,3,1,5,2,4,1,2
A1DFA940,18-24 years old,Male,No,Not Applicable,No,6 Junior College / Pre-University Institution,2. Kindred Spirit Series Virtual Challenge,9,Volunteer - Camera Crew,Institute of Technical Education,4,4,3,1,1,0,2.6,2.6,0,4.6,4.6,0,4,4,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,5,5,5,5,1,5,5,5,5,5,5,5,1,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,5,5,5,5,1,5,5,5,5,5,5,5,1,5,5,1,1,1,1
4D9A135E,18-24 years old,Male,No,Not Applicable,No,6 Junior College / Pre-University Institution,2. Kindred Spirit Series Virtual Challenge,9,Volunteer - Judging Officials,Institute of Technical Education,5,5,5,3,3,0,3.4,3.4,0,3.2,3.2,0,3,3,0,3.5,3.5,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,3,3,5,3,3,3,3,3,3,3,3,3,3,3,3,3,5
2D47A9F8,18-24 years old,Female,No,Not Applicable,No,6 Junior College / Pre-University Institution,2. Kindred Spirit Series Virtual Challenge,9,Volunteer - Judging Officials,Nanyang Polytechnic,5,5,5,4.375,4.1875,-0.1875,2.8,2.8,0,4.7,4.7,0,3.75,3.5,-0.25,3.25,3,-0.25,5,5,5,3,3,3,5,3,5,3,5,5,5,5,5,5,2,1,5,1,5,5,3,5,5,5,5,5,5,5,4,5,4,3,3,2,3,3,5,5,5,5,2,3,3,5,3,3,3,5,5,5,5,5,5,2,1,5,1,5,5,3,5,5,5,5,5,5,5,4,5,3,3,3,2,3,3,4
B6C9DDB0,18-24 years old,Female,No,Not Applicable,No,6 Junior College / Pre-University Institution,2. Kindred Spirit Series Virtual Challenge,9,Volunteer - Camera Crew,Institute of Technical Education,4,4,3,2,2,0,2.8,2.8,0,3.8,3.8,0,3.5,3.5,0,2,2,0,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,4,4,4,4,2,4,4,4,4,4,4,4,2,4,4,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,2,4,4,4,4,2,4,4,4,4,4,4,4,2,4,4,2,2,2,2
0AB47503,18-24 years old,Female,No,Not Applicable,No,6 Junior College / Pre-University Institution,2. Kindred Spirit Series Virtual Challenge,10,Volunteer - Judging Officials,RP Student (PET),5,5,5,4.75,4.75,0,2.2,2.2,0,4.1,4.1,0,4.75,4.75,0,3.75,3.75,0,5,5,5,4,5,5,5,5,5,4,5,5,5,5,5,3,4,4,1,1,1,5,4,3,3,2,5,4,5,5,5,5,4,5,5,5,5,2,3,5,5,5,4,5,5,5,5,5,4,5,5,5,5,3,5,4,4,1,1,1,5,4,3,3,2,5,4,5,5,5,5,4,5,5,5,5,2,3
EE6236F8,18-24 years old,Male,No,Not Applicable,No,6 Junior College / Pre-University Institution,2. Kindred Spirit Series Virtual Challenge,7,Volunteer - Judging Officials,Institute of Technical Education,5,5,5,3.75,3.75,0,3.2,3.2,0,4,4,0,4.5,4.5,0,4.75,4.75,0,5,5,5,4,4,3,3,3,5,3,3,5,3,3,3,3,3,2,4,3,4,4,5,5,5,2,4,4,4,4,3,5,3,5,5,4,5,5,5,5,5,5,4,4,3,3,3,5,3,3,3,3,3,3,5,3,2,4,3,4,4,5,5,5,2,4,4,4,4,3,5,3,5,5,4,5,5,5
4E776A2A,18-24 years old,Male,No,Not Applicable,No,6 Junior College / Pre-University Institution,2. Kindred Spirit Series Virtual Challenge,10,Volunteer - Judging Officials,Institute of Technical Education,5,5,5,4,4,0,3.6,3.6,0,4.1,4.1,0,4,4,0,4,4,0,2,3,5,1,2,5,5,5,5,5,5,5,5,5,5,1,5,4,2,2,5,5,4,5,5,5,5,5,5,1,1,3,5,4,4,5,1,5,5,2,3,5,1,2,5,5,5,5,5,5,5,5,5,1,5,5,4,2,2,5,5,4,5,5,5,5,5,5,1,1,3,5,4,4,5,1,5,5
9F93B53F,18-24 years old,Male,No,Not Applicable,No,6 Junior College / Pre-University Institution,2. Kindred Spirit Series Virtual Challenge,10,Volunteer - Judging Officials,Nanyang Polytechnic,5,5,5,4.4375,4.4375,0,4,4,0,4.5,4.5,0,5,5,0,3.75,3.75,0,4,5,5,5,5,5,5,2,5,2,4,4,5,5,5,5,5,5,2,3,5,4,5,2,4,5,5,5,5,5,5,5,5,5,5,3,4,5,3,4,5,5,5,5,5,5,2,5,2,4,5,5,5,5,4,5,5,2,3,5,4,5,2,4,5,5,5,5,5,5,5,5,5,5,3,4,5,3
FCD7169E,18-24 years old,Male,No,Not Applicable,No,6 Junior College / Pre-University Institution,2. Kindred Spirit Series Virtual Challenge,8,Volunteer - Judging Officials,Nanyang Polytechnic,5,5,5,2.75,2.75,0,2.8,2.8,0,3.9,3.9,0,2.25,2.25,0,3.5,3.5,0,5,4,4,1,3,3,5,3,1,1,3,3,1,1,5,1,2,2,5,2,3,4,3,5,3,5,5,5,5,1,3,4,2,1,2,3,3,3,5,5,4,4,1,3,3,5,3,1,1,3,1,1,5,1,3,2,2,5,2,3,4,3,5,3,5,5,5,5,1,3,4,2,1,2,3,3,3,5
E2DADE9A,18-24 years old,Male,No,Not Applicable,No,6 Junior College / Pre-University Institution,2. Kindred Spirit Series Virtual Challenge,9,Volunteer - Judging Officials,Institute of Technical Education,3,3,3,1.125,1.125,0,2.6,3,0.4,4.5,4.6,0.1,3,2.5,-0.5,2.75,3.5,0.75,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,1,5,1,4,5,4,5,5,5,5,4,4,4,4,3,1,4,4,2,2,2,5,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2,2,5,1,5,5,4,5,5,5,5,4,4,5,4,4,1,1,4,4,2,3,5
3146699B,18-24 years old,Male,No,Not Applicable,No,6 Junior College / Pre-University Institution,2. Kindred Spirit Series Virtual Challenge,10,Volunteer - Camera Crew,Institute of Technical Education,5,5,5,3.125,3.125,0,3,3,0,3,3,0,3.25,3.25,0,3,3,0,4,3,3,3,3,2,4,4,3,3,3,3,3,3,3,3,2,3,5,2,3,3,2,4,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,4,3,3,3,3,2,4,4,3,3,3,3,3,3,3,3,2,3,5,2,3,3,2,4,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3
1F6016EA,18-24 years old,Male,No,Not Applicable,No,6 Junior College / Pre-University Institution,2. Kindred Spirit Series Virtual Challenge,10,Volunteer - Judging Officials,Institute of Technical Education,5,5,5,4.125,4.125,0,2.6,2.6,0,4.2,4.2,0,4.25,4.25,0,3.75,3.75,0,5,4,4,3,4,4,5,3,4,4,4,4,5,5,5,3,1,3,3,1,5,4,3,5,5,4,5,4,3,5,4,5,3,4,5,4,5,4,2,5,4,4,3,4,4,5,3,4,4,4,5,5,5,3,4,1,3,3,1,5,4,3,5,5,4,5,4,3,5,4,5,3,4,5,4,5,4,2
78C9B29A,18-24 years old,Male,No,Not Applicable,No,6 Junior College / Pre-University Institution,2. Kindred Spirit Series Virtual Challenge,8,Volunteer - Camera Crew,Institute of Technical Education,5,5,5,1.375,4.5,3.125,2.8,3.6,0.8,2.2,4.1,1.9,1,1,0,2.75,2.5,-0.25,2,2,2,1,1,1,1,1,1,2,2,2,1,1,1,1,5,2,2,3,2,3,1,4,1,1,5,2,2,2,1,1,1,1,1,2,2,4,3,4,5,5,4,5,4,4,5,4,5,4,5,5,5,3,5,5,4,2,4,3,3,5,4,5,4,4,4,4,4,4,1,1,1,1,3,2,2,3
2A24B2B9,18-24 years old,Female,No,Not Applicable,No,6 Junior College / Pre-University Institution,2. Kindred Spirit Series Virtual Challenge,10,Volunteer - Camera Crew,Nanyang Polytechnic,5,5,5,2.9375,2.9375,0,3,3,0,4.5,4.5,0,3.25,3.25,0,2.5,2.5,0,3,3,2,3,2,3,3,1,3,3,3,4,3,3,4,4,2,3,4,3,3,3,4,5,5,3,5,5,5,5,5,4,3,3,3,2,3,2,3,3,3,2,3,2,3,3,1,3,3,3,3,3,4,4,4,2,3,4,3,3,3,4,5,5,3,5,5,5,5,5,4,3,3,3,2,3,2,3
29E64878,18-24 years old,Male,No,Not Applicable,No,6 Junior College / Pre-University Institution,2. Kindred Spirit Series Virtual Challenge,7,Volunteer - Judging Officials,Institute of Technical Education,5,5,5,1,1,0,2.6,2.6,0,4.6,4.6,0,4,4,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,5,5,5,5,1,5,5,5,5,5,5,5,1,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,5,5,5,5,1,5,5,5,5,5,5,5,1,5,5,1,1,1,1
91BCFDC5,18-24 years old,Male,No,Not Applicable,No,6 Junior College / Pre-University Institution,2. Kindred Spirit Series Virtual Challenge,10,Volunteer - Judging Officials,Nanyang Polytechnic,5,5,5,3.5,3.5,0,3.4,3.4,0,4.8,4.8,0,4,4,0,5,5,0,4,1,4,1,1,1,5,3,2,4,5,5,5,5,5,5,3,4,4,1,5,5,5,5,5,3,5,5,5,5,5,5,4,2,5,5,5,5,5,4,1,4,1,1,1,5,3,2,4,5,5,5,5,5,5,3,4,4,1,5,5,5,5,5,3,5,5,5,5,5,5,4,2,5,5,5,5,5
DE793C19,18-24 years old,Female,No,Not Applicable,No,6 Junior College / Pre-University Institution,2. Kindred Spirit Series Virtual Challenge,7,Competitor - Open (Age 18 - 54),Non RP Staff Student or Alumnus,5,5,5,2.1875,4.0625,1.875,3,3.4,0.4,2,4.8,2.8,1.75,2.25,0.5,3.25,3.25,0,2,2,2,2,3,2,2,4,2,2,3,1,2,2,2,2,3,4,2,4,2,1,3,2,2,2,2,2,2,2,2,2,1,2,2,4,3,3,3,5,4,5,3,3,4,5,4,4,4,4,4,4,4,3,5,4,1,5,3,4,5,5,3,5,5,5,5,5,5,5,2,3,2,2,2,5,3,3
623913F4,18-24 years old,Female,No,Not Applicable,No,6 Junior College / Pre-University Institution,2. Kindred Spirit Series Virtual Challenge,8,Competitor - Open (Age 18 - 54),Non RP Staff Student or Alumnus,5,5,5,1.75,3.6875,1.9375,2,2.8,0.8,1.9,4.9,3,4,4,0,1,3,2,2,3,1,3,1,1,1,1,1,2,2,1,1,1,3,4,2,2,4,1,1,1,1,1,1,4,1,1,2,2,5,5,2,5,4,1,1,1,1,2,3,5,5,5,5,5,1,1,1,5,5,5,3,4,4,2,1,5,1,5,5,5,5,5,5,5,4,5,5,5,5,2,5,4,1,5,5,1
FF2B59A6,18-24 years old,Male,No,Not Applicable,No,6 Junior College / Pre-University Institution,2. Kindred Spirit Series Virtual Challenge,9,Volunteer - Judging Officials,Institute of Technical Education,5,5,5,4.875,4.875,0,4.2,4.2,0,4.7,4.7,0,5,5,0,4.5,4.5,0,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,4,5,2,5,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,4,5,2,5,4,3,5,5,5,5,5,5,5,5,5,5,5,5,5,5,3
722C3212,18-24 years old,Male,No,Not Applicable,No,6 Junior College / Pre-University Institution,2. Kindred Spirit Series Virtual Challenge,8,Volunteer - Judging Officials,Institute of Technical Education,5,5,5,3.5625,3.5625,0,2.8,2.8,0,3.2,3.2,0,3.5,3.5,0,1.5,1.5,0,3,3,2,2,5,5,5,3,5,3,4,4,3,5,3,2,3,2,3,3,3,2,4,2,2,4,3,4,3,4,4,1,5,3,5,1,2,2,1,3,3,2,2,5,5,5,3,5,3,4,3,5,3,2,4,3,2,3,3,3,2,4,2,2,4,3,4,3,4,4,1,5,3,5,1,2,2,1
F0099C4C,18-24 years old,Female,No,Not Applicable,No,6 Junior College / Pre-University Institution,2. Kindred Spirit Series Virtual Challenge,7,Volunteer - Judging Officials,RP Student (PET),5,5,5,4.0625,4.0625,0,3,3,0,4.6,4.6,0,3.75,3.75,0,3.5,3.5,0,3,3,5,1,4,4,5,4,4,5,4,5,5,5,4,4,2,2,5,1,5,5,4,5,4,3,5,5,5,5,5,5,3,3,4,3,3,4,4,3,3,5,1,4,4,5,4,4,5,4,5,5,4,4,5,2,2,5,1,5,5,4,5,4,3,5,5,5,5,5,5,3,3,4,3,3,4,4
9CEC3D9B,18-24 years old,Female,No,Not Applicable,No,6 Junior College / Pre-University Institution,2. Kindred Spirit Series Virtual Challenge,10,Competitor - POL-ITE (Poly & ITE students in Singapore),Non RP Staff Student or Alumnus,5,5,5,1.875,3.625,1.75,2.6,3.4,0.8,1.8,3.8,2,2.25,2.25,0,2.75,3,0.25,2,2,2,2,2,1,1,1,2,2,3,2,2,2,2,2,3,4,2,2,2,1,2,2,1,2,1,2,2,2,3,2,2,3,2,2,2,3,4,3,4,4,4,3,3,4,2,4,4,4,4,4,4,3,4,3,3,4,3,4,4,4,4,4,2,4,4,4,4,4,2,2,3,2,2,3,3,4
164D1D3B,18-24 years old,Male,No,Not Applicable,No,6 Junior College / Pre-University Institution,2. Kindred Spirit Series Virtual Challenge,8,Volunteer - Judging Officials,Nanyang Polytechnic,5,5,5,3.6875,3.6875,0,2.8,2.8,0,4.5,4.5,0,4.25,4.25,0,2.75,2.75,0,4,4,4,4,3,3,5,2,2,2,4,4,5,5,4,4,2,1,4,2,5,5,3,5,4,5,4,4,5,5,5,4,4,4,5,2,2,2,5,4,4,4,4,3,3,5,2,2,2,4,5,5,4,4,4,2,1,4,2,5,5,3,5,4,5,4,4,5,5,5,4,4,4,5,2,2,2,5
4E88D83B,18-24 years old,Male,No,Not Applicable,No,6 Junior College / Pre-University Institution,2. Kindred Spirit Series Virtual Challenge,10,Volunteer - Judging Officials,Nanyang Polytechnic,4,4,3,3.625,3.625,0,3.4,3.4,0,3.9,3.9,0,3,3,0,4,4,0,4,4,4,3,5,4,4,4,3,3,3,4,3,3,4,3,5,3,3,3,3,4,4,5,5,3,4,4,4,3,3,2,4,3,3,4,4,4,4,4,4,4,3,5,4,4,4,3,3,3,3,3,4,3,4,5,3,3,3,3,4,4,5,5,3,4,4,4,3,3,2,4,3,3,4,4,4,4
8F731A44,18-24 years old,Female,No,Not Applicable,No,6 Junior College / Pre-University Institution,2. Kindred Spirit Series Virtual Challenge,8,Volunteer - Camera Crew,Institute of Technical Education,4,4,3,3.375,3,-0.375,3.6,2.6,-1,2.8,3.4,0.6,3.25,2.75,-0.5,2.75,2.5,-0.25,2,4,2,4,4,4,4,4,4,4,4,2,4,2,4,2,4,4,4,4,2,4,3,4,4,2,2,3,2,2,2,4,4,2,3,2,2,3,4,3,2,3,3,4,2,4,3,3,3,3,5,2,3,2,3,3,2,3,2,3,5,3,4,2,3,4,4,4,2,3,4,2,3,2,2,2,3,3
59EADE13,18-24 years old,Male,No,Not Applicable,No,6 Junior College / Pre-University Institution,2. Kindred Spirit Series Virtual Challenge,8,Volunteer - Judging Officials,Nanyang Polytechnic,5,5,5,4.75,4.75,0,2.2,2.2,0,4.1,4.1,0,4.75,4.75,0,3.75,3.75,0,5,5,5,4,5,5,5,5,5,4,5,5,5,5,5,3,4,4,1,1,1,5,4,3,3,2,5,4,5,5,5,5,4,5,5,5,5,2,3,5,5,5,4,5,5,5,5,5,4,5,5,5,5,3,5,4,4,1,1,1,5,4,3,3,2,5,4,5,5,5,5,4,5,5,5,5,2,3
6AA31AE4,18-24 years old,Male,No,Not Applicable,No,6 Junior College / Pre-University Institution,2. Kindred Spirit Series Virtual Challenge,7,Volunteer - Judging Officials,Institute of Technical Education,5,5,5,2.375,2.375,0,2.8,2.8,0,3.8,3.8,0,2.75,2.75,0,4,4,0,2,1,1,1,1,1,5,5,5,2,1,5,5,1,1,1,1,2,5,1,5,5,5,4,5,1,5,5,2,5,1,4,1,1,5,5,5,5,1,2,1,1,1,1,1,5,5,5,2,1,5,1,1,1,5,1,2,5,1,5,5,5,4,5,1,5,5,2,5,1,4,1,1,5,5,5,5,1
798C8679,18-24 years old,Female,No,Not Applicable,No,6 Junior College / Pre-University Institution,2. Kindred Spirit Series Virtual Challenge,9,Volunteer - Judging Officials,Institute of Technical Education,5,5,5,3.5625,3.5625,0,3.6,3.6,0,4.8,4.8,0,4,4,0,3,3,0,3,4,3,3,3,3,5,3,3,3,3,5,3,5,5,3,5,1,4,3,5,5,4,5,4,5,5,5,5,5,5,3,5,3,5,3,4,2,3,3,4,3,3,3,3,5,3,3,3,3,3,5,5,3,5,5,1,4,3,5,5,4,5,4,5,5,5,5,5,5,3,5,3,5,3,4,2,3
CFBDA924,18-24 years old,Female,No,Not Applicable,No,6 Junior College / Pre-University Institution,2. Kindred Spirit Series Virtual Challenge,7,Volunteer - Judging Officials,Institute of Technical Education,5,5,5,2.5,2.5,0,3,3,0,3.8,3.8,0,3.75,3.75,0,3.25,3.25,0,4,4,3,2,2,2,2,1,4,2,2,2,4,2,3,1,3,2,4,2,4,4,5,5,3,4,4,3,4,3,3,5,3,3,4,4,3,2,4,4,4,3,2,2,2,2,1,4,2,2,4,2,3,1,2,3,2,4,2,4,4,5,5,3,4,4,3,4,3,3,5,3,3,4,4,3,2,4
135E2FAA,18-24 years old,Male,No,Not Applicable,No,6 Junior College / Pre-University Institution,2. Kindred Spirit Series Virtual Challenge,8,Volunteer - Judging Officials,Institute of Technical Education,5,5,5,3.1875,3.1875,0,2.4,2.4,0,3.1,3.1,0,3.75,3.75,0,3,3,0,2,2,3,2,1,3,4,2,3,3,3,3,5,5,5,5,2,1,5,1,3,5,3,5,4,1,1,1,1,5,5,4,2,5,4,3,3,3,3,2,2,3,2,1,3,4,2,3,3,3,5,5,5,5,3,2,1,5,1,3,5,3,5,4,1,1,1,1,5,5,4,2,5,4,3,3,3,3
CFED414B,18-24 years old,Male,No,Not Applicable,No,6 Junior College / Pre-University Institution,2. Kindred Spirit Series Virtual Challenge,9,Volunteer - Judging Officials,Institute of Technical Education,5,5,5,3.4375,3.3125,-0.125,2.8,3.6,0.8,4.6,4.4,-0.2,4.25,4.5,0.25,3,3.5,0.5,3,4,4,1,3,2,3,2,4,5,3,4,5,5,5,2,2,2,5,1,4,5,4,4,5,4,5,4,5,5,5,5,4,4,4,1,4,2,5,5,5,3,1,2,2,3,2,4,3,4,5,4,4,2,4,4,4,5,1,4,5,4,5,5,4,4,3,5,5,4,5,4,4,5,1,3,5,5
8894E5AF,18-24 years old,Male,No,Not Applicable,No,6 Junior College / Pre-University Institution,2. Kindred Spirit Series Virtual Challenge,7,Volunteer - Judging Officials,Institute of Technical Education,3,4,5,3.5625,3.5625,0,2.6,2.6,0,4.5,4.5,0,3.5,3.5,0,4,4,0,5,3,3,2,2,3,5,4,4,4,1,5,5,5,3,3,2,1,3,2,5,5,1,5,4,5,5,5,5,5,5,5,1,3,5,3,4,5,4,5,3,3,2,2,3,5,4,4,4,1,5,5,3,3,5,2,1,3,2,5,5,1,5,4,5,5,5,5,5,5,5,1,3,5,3,4,5,4
BA00CFB1,18-24 years old,Male,No,Not Applicable,No,6 Junior College / Pre-University Institution,2. Kindred Spirit Series Virtual Challenge,10,Volunteer - Judging Officials,Institute of Technical Education,5,5,5,1.8125,1.8125,0,2.6,2.6,0,4.3,4.3,0,3,3,0,3.75,3.75,0,1,2,3,2,2,3,1,2,1,2,1,1,2,2,2,2,1,2,2,5,3,5,5,4,5,4,5,4,4,4,3,4,3,1,4,3,5,5,2,1,2,3,2,2,3,1,2,1,2,1,2,2,2,2,1,1,2,2,5,3,5,5,4,5,4,5,4,4,4,3,4,3,1,4,3,5,5,2
DDDC5BEE,18-24 years old,Male,No,Not Applicable,No,6 Junior College / Pre-University Institution,2. Kindred Spirit Series Virtual Challenge,7,Volunteer - Judging Officials,Institute of Technical Education,4,4,4,2.125,2.125,0,2.6,2.6,0,4.4,4.4,0,4.25,4.25,0,2,2,0,2,2,2,3,3,4,1,3,1,2,2,2,2,2,2,1,2,1,3,3,4,5,5,5,5,4,5,4,4,4,3,5,3,4,5,3,1,2,2,2,2,2,3,3,4,1,3,1,2,2,2,2,2,1,2,2,1,3,3,4,5,5,5,5,4,5,4,4,4,3,5,3,4,5,3,1,2,2
47F888B9,18-24 years old,Male,No,Not Applicable,No,6 Junior College / Pre-University Institution,2. Kindred Spirit Series Virtual Challenge,8,Volunteer - Judging Officials,Institute of Technical Education,5,5,5,3.0625,3.0625,0,2.8,2.8,0,3.8,3.8,0,3.5,3.5,0,2.5,2.5,0,5,3,1,5,2,1,5,2,5,2,3,2,3,3,4,3,2,2,4,2,4,5,4,5,5,4,5,1,3,3,3,4,2,4,4,3,2,3,2,5,3,1,5,2,1,5,2,5,2,3,3,3,4,3,2,2,2,4,2,4,5,4,5,5,4,5,1,3,3,3,4,2,4,4,3,2,3,2
BD967A8A,18-24 years old,Male,No,Not Applicable,No,6 Junior College / Pre-University Institution,2. Kindred Spirit Series Virtual Challenge,7,Volunteer - Designer,Institute of Technical Education,4,4,4,1,1,0,2.6,2.6,0,4.6,4.6,0,4,4,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,5,5,5,5,1,5,5,5,5,5,5,5,1,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,5,5,5,5,1,5,5,5,5,5,5,5,1,5,5,1,1,1,1
44A05A71,18-24 years old,Male,No,Not Applicable,No,6 Junior College / Pre-University Institution,2. Kindred Spirit Series Virtual Challenge,9,Volunteer - Judging Officials,Institute of Technical Education,5,5,5,3.4375,3.4375,0,2,2,0,3.4,3.4,0,3,3,0,3,3,0,5,5,1,3,3,3,5,2,5,5,5,5,1,3,1,3,1,2,1,5,1,3,2,5,2,2,5,1,5,5,4,4,4,1,3,3,3,1,5,5,5,1,3,3,3,5,2,5,5,5,1,3,1,3,5,1,2,1,5,1,3,2,5,2,2,5,1,5,5,4,4,4,1,3,3,3,1,5
99E5AE83,18-24 years old,Male,No,Not Applicable,No,6 Junior College / Pre-University Institution,2. Kindred Spirit Series Virtual Challenge,7,Volunteer - Camera Crew,Institute of Technical Education,5,5,5,3.0625,3.4375,0.375,3.6,3.2,-0.4,2.8,3.9,1.1,4,3.75,-0.25,3,4.5,1.5,3,3,4,3,3,3,3,3,3,3,3,3,3,3,3,3,4,5,2,4,3,1,3,3,3,3,3,3,3,3,3,5,5,3,3,3,3,3,3,3,3,5,3,5,3,3,2,5,3,2,5,3,4,3,3,2,2,5,3,4,5,1,5,4,4,5,3,5,3,4,5,5,1,4,3,5,5,5
E0A4B3D7,18-24 years old,Male,No,Not Applicable,No,6 Junior College / Pre-University Institution,2. Kindred Spirit Series Virtual Challenge,10,Volunteer - Judging Officials,Institute of Technical Education,5,5,5,3,3,0,2.6,2.6,0,3.4,3.4,0,2.75,2.75,0,2.5,2.5,0,3,2,3,3,4,2,4,3,3,3,3,3,5,2,3,2,3,2,3,2,3,5,3,4,2,3,4,4,4,2,3,4,2,3,2,2,2,3,3,3,2,3,3,4,2,4,3,3,3,3,5,2,3,2,3,3,2,3,2,3,5,3,4,2,3,4,4,4,2,3,4,2,3,2,2,2,3,3
BCAB5129,18-24 years old,Male,No,Not Applicable,No,6 Junior College / Pre-University Institution,2. Kindred Spirit Series Virtual Challenge,8,Volunteer - Camera Crew,Institute of Technical Education,5,5,5,1,1,0,2.6,2.6,0,4.6,4.6,0,4,4,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,5,5,5,5,1,5,5,5,5,5,5,5,1,5,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,5,5,5,5,1,5,5,5,5,5,5,5,1,5,5,1,1,1,1
C3A7A495,18-24 years old,Male,No,Not Applicable,No,6 Junior College / Pre-University Institution,2. Kindred Spirit Series Virtual Challenge,7,Volunteer - Judging Officials,Institute of Technical Education,5,5,5,3.5625,3.5625,0,2.8,2.8,0,3.2,3.2,0,3.5,3.5,0,1.5,1.5,0,3,3,2,2,5,5,5,3,5,3,4,4,3,5,3,2,3,2,3,3,3,2,4,2,2,4,3,4,3,4,4,1,5,3,5,1,2,2,1,3,3,2,2,5,5,5,3,5,3,4,3,5,3,2,4,3,2,3,3,3,2,4,2,2,4,3,4,3,4,4,1,5,3,5,1,2,2,1
627D4BD4,18-24 years old,Male,No,Not Applicable,No,6 Junior College / Pre-University Institution,2. Kindred Spirit Series Virtual Challenge,7,Volunteer - Judging Officials,Nanyang Polytechnic,5,5,5,2.75,2.625,-0.125,2.8,2.8,0,4.3,4.5,0.2,3.5,3.25,-0.25,2.5,2.5,0,4,4,2,3,2,1,4,2,2,5,2,2,3,4,2,2,2,2,4,2,4,4,4,5,5,4,5,5,4,4,3,4,4,4,2,2,2,4,2,5,2,2,3,2,1,4,2,4,4,2,3,2,2,2,2,2,2,4,2,4,5,4,5,5,5,5,4,5,4,3,4,1,4,4,2,2,4,2
